lemma_slp1	varga	eid	match_type	union_dicts	n_dicts
Gana	AK-3.3	4336	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP	11
mUrta	AK-3.3	4336	exact	AP BUR CAE CCS MD MW PWG PWK	8
Gana	AK-3.3	4337	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP	11
nirantara	AK-3.3	4337	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
ina	AK-3.3	4338	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
sUrya	AK-3.3	4338	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK VEI	11
ina	AK-3.3	4339	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
praBu	AK-3.3	4339	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	12
rAjan	AK-3.3	4340	exact	AP CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	12
praBu	AK-3.3	4340	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	12
rAjan	AK-3.3	4341	exact	AP CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	12
mfgANka	AK-3.3	4341	exact	CAE CCS MD MW PWG PWK	6
rAjan	AK-3.3	4342	exact	AP CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	12
kzatriya	AK-3.3	4342	exact	CAE CCS GRA MD MW PWG PWK SCH VEI	9
rAjan	AK-3.3	4343	exact	AP CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	12
nfpa	AK-3.3	4343	exact	AP MD MW PWG PWK VCP	6
vARinI	AK-3.3	4344	miss		0
nartakI	AK-3.3	4344	exact	AP MW	2
vARinI	AK-3.3	4345	miss		0
dUtI	AK-3.3	4345	exact	AP BHS GRA MD MW PWK SKD	7
vAhinI	AK-3.3	4346	miss		0
sravantI	AK-3.3	4346	exact	AP CAE MW PWG PWK SKD VCP	7
hlAdinI	AK-3.3	4347	miss		0
vajra	AK-3.3	4347	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
hlAdinI	AK-3.3	4348	miss		0
taqit	AK-3.3	4348	exact	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP	11
kAminI	AK-3.3	4349	miss		0
vandA	AK-3.3	4349	exact	AP BHS BUR MW PWG PWK SKD VCP	8
tanu	AK-3.3	4350	exact	AP BHS BUR CCS GRA INM MD MW PWG PWK SCH VCP	12
tvac	AK-3.3	4350	exact	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP VEI	12
tanu	AK-3.3	4351	exact	AP BHS BUR CCS GRA INM MD MW PWG PWK SCH VCP	12
deha	AK-3.3	4351	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
sUnA	AK-3.3	4352	exact	AP GRA MD MW PWK SCH SKD VCP VEI	9
aDojihvikA	AK-3.3	4352	exact	AP MW PWG PWK SKD VCP	6
vitAna	AK-3.3	4353	exact	AP BHS BUR CAE CCS MW PWG PWK SCH VCP	10
kratu	AK-3.3	4353	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP	10
vitAna	AK-3.3	4354	exact	AP BHS BUR CAE CCS MW PWG PWK SCH VCP	10
vistAra	AK-3.3	4354	exact	CAE CCS INM MD MW PWG PWK SCH VCP	9
vitAna	AK-3.3	4355	exact	AP BHS BUR CAE CCS MW PWG PWK SCH VCP	10
tucCaka	AK-3.3	4355	exact	AP BHS MW PWG PWK	5
vitAna	AK-3.3	4356	exact	AP BHS BUR CAE CCS MW PWG PWK SCH VCP	10
manda	AK-3.3	4356	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP	11
ketana	AK-3.3	4357	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
kftya	AK-3.3	4357	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	12
ketana	AK-3.3	4358	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
ketu	AK-3.3	4358	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	12
ketana	AK-3.3	4359	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
upanimantraRa	AK-3.3	4359	exact	MD MW PWG PWK VCP	5
brahman	AK-3.3	4360	exact	AP BHS CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
veda	AK-3.3	4360	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	11
brahman	AK-3.3	4361	exact	AP BHS CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
tattva	AK-3.3	4361	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
brahman	AK-3.3	4362	exact	AP BHS CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
tapas	AK-3.3	4362	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK VCP VEI	12
brahman	AK-3.3	4363	exact	AP BHS CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
vipra	AK-3.3	4363	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
brahman	AK-3.3	4364	exact	AP BHS CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
prajApati	AK-3.3	4364	exact	BHS CAE CCS GRA INM MD MW PWG PWK SCH VCP	11
ganDana	AK-3.3	4365	exact	CAE CCS MD MW PWG PWK SCH VCP	8
utsAhana	AK-3.3	4365	exact	BHS MW PWG PWK VCP	5
ganDana	AK-3.3	4366	exact	CAE CCS MD MW PWG PWK SCH VCP	8
hiMsA	AK-3.3	4366	exact	AP BUR CCS MW SKD VCP	6
ganDana	AK-3.3	4367	exact	CAE CCS MD MW PWG PWK SCH VCP	8
sUcana	AK-3.3	4367	exact	CAE CCS MW PWG PWK VCP	6
AtaYcana	AK-3.3	4368	exact	BUR CAE MW PWG PWK VCP	6
pratIvApa	AK-3.3	4368	exact	BUR MW PWG PWK VCP	5
AtaYcana	AK-3.3	4369	exact	BUR CAE MW PWG PWK VCP	6
javana	AK-3.3	4369	exact	AP BUR CAE CCS GRA INM MW PWG PWK SCH VCP	11
AtaYcana	AK-3.3	4370	exact	BUR CAE MW PWG PWK VCP	6
ApyAyana	AK-3.3	4370	exact	AP CAE MW PWG PWK VCP	6
vyaYjana	AK-3.3	4371	exact	BHS BUR CAE GRA MD MW PWG PWK SCH VCP	10
lAYCana	AK-3.3	4371	exact	BUR CAE CCS MD MW PWG PWK VCP	8
vyaYjana	AK-3.3	4372	exact	BHS BUR CAE GRA MD MW PWG PWK SCH VCP	10
SmaSru	AK-3.3	4372	exact	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP VEI	12
vyaYjana	AK-3.3	4373	exact	BHS BUR CAE GRA MD MW PWG PWK SCH VCP	10
nizWAna	AK-3.3	4373	exact	BHS MW PWG PWK VCP	5
vyaYjana	AK-3.3	4374	exact	BHS BUR CAE GRA MD MW PWG PWK SCH VCP	10
avayava	AK-3.3	4374	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
kOlIna	AK-3.3	4375	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
lokavAda	AK-3.3	4375	exact	CCS MW PWG PWK	4
kOlIna	AK-3.3	4376	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
paSuyudDa	AK-3.3	4376	miss		0
kOlIna	AK-3.3	4377	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
ahiyudDa	AK-3.3	4377	miss		0
kOlIna	AK-3.3	4378	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
pakziyudDa	AK-3.3	4378	miss		0
udyAna	AK-3.3	4379	exact	BHS BUR CAE CCS MD MW PWG PWK VCP	9
niHsaraRa	AK-3.3	4379	exact	BHS CAE CCS MW PWG PWK VCP	7
udyAna	AK-3.3	4380	exact	BHS BUR CAE CCS MD MW PWG PWK VCP	9
vanaBeda	AK-3.3	4380	miss		0
udyAna	AK-3.3	4381	exact	BHS BUR CAE CCS MD MW PWG PWK VCP	9
prayojana	AK-3.3	4381	exact	CAE CCS MW PWG PWK VCP	6
sTAna	AK-3.3	4382	exact	BHS BUR CAE CCS GRA MD MW PWG PWK VCP	10
avakASa	AK-3.3	4382	exact	BHS BUR CAE CCS MD MW PWG PWK SCH VCP	10
sTAna	AK-3.3	4383	exact	BHS BUR CAE CCS GRA MD MW PWG PWK VCP	10
sTiti	AK-3.3	4383	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
devana	AK-3.3	4384	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
krIqAdi	AK-3.3	4384	miss		0
utTAna	AK-3.3	4385	exact	AP BUR CAE CCS MW PWG PWK VCP	8
pOruza	AK-3.3	4385	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK VCP	11
utTAna	AK-3.3	4386	exact	AP BUR CAE CCS MW PWG PWK VCP	8
tantra	AK-3.3	4386	exact	BUR CAE CCS GRA MD MW PWG PWK VCP VEI	10
utTAna	AK-3.3	4387	exact	AP BUR CAE CCS MW PWG PWK VCP	8
sannivizwodgama	AK-3.3	4387	miss		0
vyutTAna	AK-3.3	4388	exact	BUR CAE CCS MW PWG PWK SCH VCP	8
pratiroDa	AK-3.3	4388	exact	CAE CCS MW PWG PWK VCP	6
vyutTAna	AK-3.3	4389	exact	BUR CAE CCS MW PWG PWK SCH VCP	8
viroDAcaraRa	AK-3.3	4389	exact	PWG PWK	2
sADana	AK-3.3	4390	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP	10
mAraRa	AK-3.3	4390	exact	CAE CCS MD MW PWG PWK SCH VCP	8
sADana	AK-3.3	4391	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP	10
mftasaMskAra	AK-3.3	4391	exact	MW PWG PWK	3
sADana	AK-3.3	4392	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP	10
gati	AK-3.3	4392	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	13
sADana	AK-3.3	4393	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP	10
dravya	AK-3.3	4393	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
sADana	AK-3.3	4394	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP	10
arTadApana	AK-3.3	4394	miss		0
sADana	AK-3.3	4395	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP	10
nirvartana	AK-3.3	4395	exact	CAE CCS MW PWG PWK	5
sADana	AK-3.3	4396	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP	10
upakaraRa	AK-3.3	4396	exact	BHS CAE CCS MD MW PWG PWK SCH VCP	9
sADana	AK-3.3	4397	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP	10
anuvrajyA	AK-3.3	4397	exact	AP CAE MW PWG PWK VCP	6
niryAtana	AK-3.3	4398	exact	CAE CCS MW PWG PWK VCP	6
vEraSudDi	AK-3.3	4398	exact	MW PWG PWK SCH VCP	5
niryAtana	AK-3.3	4399	exact	CAE CCS MW PWG PWK VCP	6
dAna	AK-3.3	4399	exact	BHS BUR CAE CCS GRA MD MW PWG PWK SCH SKD VCP VEI	13
niryAtana	AK-3.3	4400	exact	CAE CCS MW PWG PWK VCP	6
nyAsArpaRa	AK-3.3	4400	miss		0
vyasana	AK-3.3	4401	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
vipad	AK-3.3	4401	exact	AP CAE CCS MW PWG PWK SKD VCP	8
vyasana	AK-3.3	4402	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
BraMSa	AK-3.3	4402	exact	BUR CAE CCS MD MW PWG PWK VCP	8
vyasana	AK-3.3	4403	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
doza	AK-3.3	4403	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH VCP	11
pakzman	AK-3.3	4404	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
akziloman	AK-3.3	4404	exact	AP MW PWG PWK	4
pakzman	AK-3.3	4405	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
kiYjalka	AK-3.3	4405	exact	CAE CCS MD MW PWG PWK VCP	7
pakzman	AK-3.3	4406	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
tantvAdyaMSa	AK-3.3	4406	miss		0
pakzman	AK-3.3	4407	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
aRIyas	AK-3.3	4407	exact	AP BUR MD MW VCP	5
parvan	AK-3.3	4408	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	13
tiTiBeda	AK-3.3	4408	miss		0
parvan	AK-3.3	4409	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	13
kzaRa	AK-3.3	4409	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH SKD VCP	12
vartman	AK-3.3	4410	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
netracCada	AK-3.3	4410	exact	MW PWG PWK VCP	4
vartman	AK-3.3	4411	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
aDvan	AK-3.3	4411	exact	AP BHS BUR CAE CCS GRA MD MW PWG PWK SCH VCP	12
kOpIna	AK-3.3	4412	exact	BUR CAE CCS MD MW PWG PWK VCP	8
akArya	AK-3.3	4412	exact	AP BUR CAE CCS MD MW PWG PWK	8
kOpIna	AK-3.3	4413	exact	BUR CAE CCS MD MW PWG PWK VCP	8
guhya	AK-3.3	4413	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	12
mETuna	AK-3.3	4414	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
saNgati	AK-3.3	4414	exact	VCP	1
mETuna	AK-3.3	4415	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
rata	AK-3.3	4415	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
praDAna	AK-3.3	4416	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	12
paramAtman	AK-3.3	4416	exact	AP CAE CCS INM MD MW PWG PWK VCP	9
praDAna	AK-3.3	4417	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	12
DI	AK-3.3	4417	exact	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP VEI	12
prajYAna	AK-3.3	4418	exact	AP CAE CCS MD MW PWG PWK VCP	8
budDi	AK-3.3	4418	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
prajYAna	AK-3.3	4419	exact	AP CAE CCS MD MW PWG PWK VCP	8
cihna	AK-3.3	4419	exact	BUR CAE CCS MD MW PWG PWK SKD VCP	9
prasUna	AK-3.3	4420	exact	AP CAE CCS MW PWG PWK VCP	7
puzpa	AK-3.3	4420	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP VEI	14
prasUna	AK-3.3	4421	exact	AP CAE CCS MW PWG PWK VCP	7
Pala	AK-3.3	4421	exact	BHS BUR CAE CCS GRA MD MW PWG PWK SCH SKD VCP VEI	13
niDana	AK-3.3	4422	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
kula	AK-3.3	4422	exact	BUR CAE CCS GRA MD MW PWG PWK SKD VCP VEI	11
niDana	AK-3.3	4423	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
nASa	AK-3.3	4423	exact	BUR CAE CCS MD MW PWG PWK VCP	8
krandana	AK-3.3	4424	exact	AP MW PWG PWK VCP	5
rodana	AK-3.3	4424	exact	CAE CCS MD MW PWG PWK SCH VCP	8
krandana	AK-3.3	4425	exact	AP MW PWG PWK VCP	5
AhvAna	AK-3.3	4425	exact	CAE CCS MD MW PWG PWK VCP	7
varzman	AK-3.3	4426	exact	AP CAE CCS GRA MD MW PWG PWK	8
deha	AK-3.3	4426	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
varzman	AK-3.3	4427	exact	AP CAE CCS GRA MD MW PWG PWK	8
pramARa	AK-3.3	4427	exact	BHS BUR CAE CCS INM MD MW PWG PWK VCP	10
DAman	AK-3.3	4428	exact	AP CAE CCS GRA INM MD MW PWG PWK VCP VEI	11
gfha	AK-3.3	4428	exact	BUR CAE CCS GRA MD MW PWG PWK SCH SKD VCP VEI	12
DAman	AK-3.3	4429	exact	AP CAE CCS GRA INM MD MW PWG PWK VCP VEI	11
deha	AK-3.3	4429	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
DAman	AK-3.3	4430	exact	AP CAE CCS GRA INM MD MW PWG PWK VCP VEI	11
tviz	AK-3.3	4430	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP	11
DAman	AK-3.3	4431	exact	AP CAE CCS GRA INM MD MW PWG PWK VCP VEI	11
praBAva	AK-3.3	4431	exact	BUR CAE CCS INM MW PWG PWK VCP	8
saMsTAna	AK-3.3	4432	exact	CAE CCS INM MW PWG PWK SCH VCP	8
catuzpaTa	AK-3.3	4432	exact	BUR CAE CCS INM MW PWG PWK SCH VCP	9
saMsTAna	AK-3.3	4433	exact	CAE CCS INM MW PWG PWK SCH VCP	8
sanniveSa	AK-3.3	4433	exact	BUR VCP	2
lakzman	AK-3.3	4434	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP VEI	11
cihna	AK-3.3	4434	exact	BUR CAE CCS MD MW PWG PWK SKD VCP	9
lakzman	AK-3.3	4435	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP VEI	11
praDAna	AK-3.3	4435	exact	AP BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	12
AcCAdana	AK-3.3	4436	exact	CAE CCS MW PWG PWK SCH VCP	7
saMpiDAna	AK-3.3	4436	exact	PWG PWK	2
AcCAdana	AK-3.3	4437	exact	CAE CCS MW PWG PWK SCH VCP	7
apavAraRa	AK-3.3	4437	exact	BUR MW PWG PWK VCP	5
ArADana	AK-3.3	4438	exact	CAE CCS MW PWG PWK VCP	6
sADana	AK-3.3	4438	exact	AP CAE CCS GRA MD MW PWG PWK SCH VCP	10
ArADana	AK-3.3	4439	exact	CAE CCS MW PWG PWK VCP	6
avApti	AK-3.3	4439	exact	CAE CCS MW PWG PWK VCP	6
ArADana	AK-3.3	4440	exact	CAE CCS MW PWG PWK VCP	6
tozaRa	AK-3.3	4440	exact	AP CAE CCS MW PWG PWK VCP	7
aDizWAna	AK-3.3	4441	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
cakra	AK-3.3	4441	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	13
aDizWAna	AK-3.3	4442	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
pura	AK-3.3	4442	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH SKD VCP	12
aDizWAna	AK-3.3	4443	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
praBAva	AK-3.3	4443	exact	BUR CAE CCS INM MW PWG PWK VCP	8
aDizWAna	AK-3.3	4444	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
aDyAsana	AK-3.3	4444	exact	MW PWG PWK SCH VCP	5
ratna	AK-3.3	4445	exact	BHS BUR CAE CCS GRA MD MW PWG PWK VCP VEI	11
svajAtiSrezWa	AK-3.3	4445	miss		0
vana	AK-3.3	4446	exact	BHS BUR CAE GRA MD MW PWG PWK SCH SKD VCP VEI	12
salila	AK-3.3	4446	exact	BHS CAE CCS GRA MD MW PWG PWK SCH VCP	10
vana	AK-3.3	4447	exact	BHS BUR CAE GRA MD MW PWG PWK SCH SKD VCP VEI	12
kAnana	AK-3.3	4447	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
talina	AK-3.3	4448	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
virala	AK-3.3	4448	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
talina	AK-3.3	4449	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP	10
stoka	AK-3.3	4449	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
samAna	AK-3.3	4450	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
sat	AK-3.3	4450	exact	AP BUR CAE CCS GRA INM MD MW PWK SKD VCP	11
samAna	AK-3.3	4451	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
sama	AK-3.3	4451	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK VCP	12
samAna	AK-3.3	4452	exact	AP BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP VEI	14
eka	AK-3.3	4452	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
piSuna	AK-3.3	4453	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	12
Kala	AK-3.3	4453	exact	BUR CAE CCS GRA MD MW PWG PWK SCH SKD VCP VEI	12
piSuna	AK-3.3	4454	exact	AP BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	12
sUcaka	AK-3.3	4454	exact	AP BHS CAE CCS MD MW PWG PWK SCH VCP	10
hIna	AK-3.3	4455	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH VCP	11
Una	AK-3.3	4455	exact	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP	11
hIna	AK-3.3	4456	exact	AP BHS BUR CAE CCS MD MW PWG PWK SCH VCP	11
garhya	AK-3.3	4456	exact	AP BUR CAE CCS MW PWG PWK VCP	8
nyUna	AK-3.3	4457	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
Una	AK-3.3	4457	exact	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP	11
nyUna	AK-3.3	4458	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
garhya	AK-3.3	4458	exact	AP BUR CAE CCS MW PWG PWK VCP	8
tarasvin	AK-3.3	4459	exact	AP CAE GRA MD MW PWG PWK VCP	8
vegin	AK-3.3	4459	exact	AP CAE MW PWG PWK VCP	6
tarasvin	AK-3.3	4460	exact	AP CAE GRA MD MW PWG PWK VCP	8
SUra	AK-3.3	4460	exact	AP BUR CAE CCS GRA INM MD MW PWG PWK SCH SKD VCP VEI	14
aBipanna	AK-3.3	4461	exact	AP MW PWG VCP	4
aparAdDa	AK-3.3	4461	exact	AP CAE CCS MD MW PWG VCP	7
aBipanna	AK-3.3	4462	exact	AP MW PWG VCP	4
aBigrasta	AK-3.3	4462	exact	BHS MW VCP	3
aBipanna	AK-3.3	4463	exact	AP MW PWG VCP	4
vyApadgata	AK-3.3	4463	miss		0
kalApa	AK-3.3	4464	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
BUzaRa	AK-3.3	4464	exact	BUR CAE CCS INM MD MW PWG PWK VCP	9
kalApa	AK-3.3	4465	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
barha	AK-3.3	4465	exact	BUR CAE CCS MD MW PWG PWK SKD VCP	9
kalApa	AK-3.3	4466	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
tURIra	AK-3.3	4466	exact	CAE CCS MD MW PWG PWK VCP	7
kalApa	AK-3.3	4467	exact	BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
saMhati	AK-3.3	4467	exact	CAE CCS MW PWG PWK VCP	6
parIvApa	AK-3.3	4468	exact	MW PWK SCH VCP	4
paricCada	AK-3.3	4468	exact	CAE CCS MW PWG PWK VCP	6
parIvApa	AK-3.3	4469	exact	MW PWK SCH VCP	4
paryupti	AK-3.3	4469	exact	MW PWG PWK VCP	4
parIvApa	AK-3.3	4470	exact	MW PWK SCH VCP	4
salilasTiti	AK-3.3	4470	miss		0
gopa	AK-3.3	4471	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
goduh	AK-3.3	4471	exact	AP BUR CAE CCS GRA MD MW PWG PWK VCP	10
gopa	AK-3.3	4472	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SCH VCP	12
gozWapati	AK-3.3	4472	exact	MW PWG PWK VCP	4
vfzAkapi	AK-3.3	4473	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP	10
hara	AK-3.3	4473	exact	AP BUR CAE CCS INM MD MW PWG PWK SCH VCP	11
vfzAkapi	AK-3.3	4474	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP	10
vizRu	AK-3.3	4474	exact	BHS BUR CAE CCS GRA INM MD MW PWG PWK SKD VCP	12
bAzpa	AK-3.3	4475	exact	BHS BUR CAE CCS MD MW PWG PWK VCP	9
Uzman	AK-3.3	4475	exact	AP CAE CCS GRA MD MW PWG PWK VCP	9
bAzpa	AK-3.3	4476	exact	BHS BUR CAE CCS MD MW PWG PWK VCP	9
aSru	AK-3.3	4476	exact	AP BUR CAE CCS GRA MD MW PWG PWK SKD VCP	11
kaSipu	AK-3.3	4477	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP VEI	11
anna	AK-3.3	4477	exact	BUR CAE CCS GRA INM MD MW PWG PWK VCP	10
kaSipu	AK-3.3	4478	exact	AP BUR CAE CCS MD MW PWG PWK SCH VCP VEI	11
AcCAdana	AK-3.3	4478	exact	CAE CCS MW PWG PWK SCH VCP	7
talpa	AK-3.3	4479	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	11
SayyA	AK-3.3	4479	exact	AP BUR CAE CCS MD MW PWG PWK SKD VCP	10
talpa	AK-3.3	4480	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	11
awwa	AK-3.3	4480	exact	AP BHS BUR CAE MD MW PWG PWK SCH SKD VCP	11
talpa	AK-3.3	4481	exact	BUR CAE CCS GRA MD MW PWG PWK SCH VCP VEI	11
dArA	AK-3.3	4481	exact	BUR SKD	2
viwapa	AK-3.3	4482	exact	BHS BUR CAE CCS MD MW PWG PWK VCP	9
stamba	AK-3.3	4482	exact	BUR CAE CCS MD MW PWG PWK SCH VCP VEI	10
prAptarUpa	AK-3.3	4483	exact	AP CAE CCS MW PWG PWK VCP	7
buDa	AK-3.3	4483	exact	AP BUR CAE CCS INM MD MW PWG PWK SKD VCP	11
prAptarUpa	AK-3.3	4484	exact	AP CAE CCS MW PWG PWK VCP	7
manojYa	AK-3.3	4484	exact	AP BHS CAE CCS MW PWG PWK SCH VCP	9
svarUpa	AK-3.3	4485	exact	AP BUR CAE CCS INM MW PWG PWK VCP	9
buDa	AK-3.3	4485	exact	AP BUR CAE CCS INM MD MW PWG PWK SKD VCP	11
svarUpa	AK-3.3	4486	exact	AP BUR CAE CCS INM MW PWG PWK VCP	9
manojYa	AK-3.3	4486	exact	AP BHS CAE CCS MW PWG PWK SCH VCP	9
aBirUpa	AK-3.3	4487	exact	AP BHS BUR CAE CCS MD MW PWG PWK SKD VCP	11
buDa	AK-3.3	4487	exact	AP BUR CAE CCS INM MD MW PWG PWK SKD VCP	11
aBirUpa	AK-3.3	4488	exact	AP BHS BUR CAE CCS MD MW PWG PWK SKD VCP	11
manojYa	AK-3.3	4488	exact	AP BHS CAE CCS MW PWG PWK SCH VCP	9
kacCapI	AK-3.3	4489	exact	AP MW SKD	3
kUrmI	AK-3.3	4489	exact	AP MW SCH	3
kacCapI	AK-3.3	4490	exact	AP MW SKD	3
vIRABeda	AK-3.3	4490	miss		0
kutapa	AK-3.3	4491	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
mfgaromotTapawa	AK-3.3	4491	miss		0
kutapa	AK-3.3	4492	exact	BUR CAE CCS MD MW PWG PWK SCH VCP	9
ahnAzwamAMSa	AK-3.3	4492	miss		0
rePa	AK-3.3	4493	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
ravarRa	AK-3.3	4493	miss		0
rePa	AK-3.3	4494	exact	AP BUR CAE CCS MD MW PWG PWK VCP	9
kutsita	AK-3.3	4494	exact	AP BUR MW PWG PWK VCP	6
