L	key1	devanagari	translit	sense	pc	anchor
102638	zazWavatI	षष्ठवती	ṣaṣṭhavatī		7-0445	pc
102639	zazWAMSa	षष्ठांश	ṣaṣṭhāṃśa		7-0445	pc
102640	zazWAnnakAla	षष्ठान्नकाल	ṣaṣṭhānnakāla		7-0445	pc
102641	zazWAnnakAlaka	षष्ठान्नकालक	ṣaṣṭhānnakālaka		7-0445	pc
102642	zazWAnnakAlika	षष्ठान्नकालिक	ṣaṣṭhānnakālika		7-0445	pc
102643	zazWAhnika	षष्ठाह्निक	ṣaṣṭhāhnika		7-0445	pc
102644	zazWikA	षष्ठिका	ṣaṣṭhikā		7-0445	pc
102645	zazWIjAya	षष्ठीजाय	ṣaṣṭhījāya		7-0445	pc
102646	zazWIdAsa	षष्ठीदास	ṣaṣṭhīdāsa		7-0445	pc
102647	zazWIpriya	षष्ठीप्रिय	ṣaṣṭhīpriya		7-0445	pc
102648	zasa	षस	ṣasa		7-0445	pc
102649	zAw	षाट्	ṣāṭ		7-0445	pc
102650	zAwkOSika	षाट्कौशिक	ṣāṭkauśika		7-0445	pc
102651	zAwpOruzika	षाट्पौरुषिक	ṣāṭpauruṣika		7-0445	pc
102652	zAqaRqaka	षाडण्डक	ṣāḍaṇḍaka		7-0445	pc
102653	zAqava	षाडव	ṣāḍava		7-0445	pc
102654	zAqavika	षाडविक	ṣāḍavika		7-0445	pc
102655	zAqguRya	षाड्गुण्य	ṣāḍguṇya		7-0445	pc
102656	zAqvargika	षाड्वर्गिक	ṣāḍvargika		7-0446	pc
102657	zAqviDya	षाड्विध्य	ṣāḍvidhya		7-0446	pc
102658	zARqaSa	षाण्डश	ṣāṇḍaśa		7-0446	pc
102659	zARQya	षाण्ढ्य	ṣāṇḍhya		7-0446	pc
102660	zARmAtura	षाण्मातुर	ṣāṇmātura		7-0446	pc
102661	zARmAsika	षाण्मासिक	ṣāṇmāsika		7-0446	pc
102662	zARmAsya	षाण्मास्य	ṣāṇmāsya		7-0446	pc
102663	zAtvaRatvika	षात्वणत्विक	ṣātvaṇatvika		7-0446	pc
102664	zAmila	षामिल	ṣāmila		7-0446	pc
102665	zAzwika	षाष्टिक	ṣāṣṭika		7-0446	pc
102666	zAzwipaTa	षाष्टिपथ	ṣāṣṭipatha		7-0446	pc
102667	zAzWa	षाष्ठ	ṣāṣṭha		7-0446	pc
102668	ziqga	षिड्ग	ṣiḍga		7-0446	pc
102669	zu	षु	ṣu		7-0446	pc
102670	zukk	षुक्क्	ṣukk		7-0446	pc
102671	zurAjima	षुराजिम	ṣurājima		7-0446	pc
102672	zurAsARa	षुरासाण	ṣurāsāṇa		7-0446	pc
102674	zoqa	षोड	ṣoḍa		7-0446	pc
102676	zoqanta	षोडन्त	ṣoḍanta		7-0446	pc
102677	zoqaSa	षोडश	ṣoḍaśa		7-0446	pc
102678	zoqaSaka	षोडशक	ṣoḍaśaka		7-0447	pc
102679	zoqaSakala	षोडशकल	ṣoḍaśakala		7-0447	pc
102680	zoqaSagfhIta	षोडशगृहीत	ṣoḍaśagṛhīta		7-0447	pc
102681	zoqaSaDA	षोडशधा	ṣoḍaśadhā		7-0447	pc
102682	zoqaSan	षोडशन्	ṣoḍaśan		7-0447	pc
102683	zoqaSaBAga	षोडशभाग	ṣoḍaśabhāga		7-0447	pc
102684	zoqaSaBuja	षोडशभुज	ṣoḍaśabhuja		7-0447	pc
102685	zoqaSama	षोडशम	ṣoḍaśama		7-0447	pc
102686	zoqaSarAtra	षोडशरात्र	ṣoḍaśarātra		7-0447	pc
102687	zoqaSarca	षोडशर्च	ṣoḍaśarca		7-0447	pc
102688	zoqaSalakzaRa	षोडशलक्षण	ṣoḍaśalakṣaṇa		7-0447	pc
102689	zoqaSaviDa	षोडशविध	ṣoḍaśavidha		7-0448	pc
102690	zoqaSasahasra	षोडशसहस्र	ṣoḍaśasahasra		7-0448	pc
102691	zoqaSAMSa	षोडशांश	ṣoḍaśāṃśa		7-0448	pc
102692	zoqaSAMSu	षोडशांशु	ṣoḍaśāṃśu		7-0448	pc
102693	zoqaSAMhri	षोडशांह्रि	ṣoḍaśāṃhri		7-0448	pc
102694	zoqaSAkzara	षोडशाक्षर	ṣoḍaśākṣara	1	7-0448	pc
102695	zoqaSAkzara	षोडशाक्षर	ṣoḍaśākṣara	2	7-0448	pc
102696	zoqaSANga	षोडशाङ्ग	ṣoḍaśāṅga		7-0448	pc
102697	zoqaSANGri	षोडशाङ्घ्रि	ṣoḍaśāṅghri		7-0448	pc
102698	zoqaSAtmaka	षोडशात्मक	ṣoḍaśātmaka		7-0448	pc
102699	zoqaSAtman	षोडशात्मन्	ṣoḍaśātman		7-0448	pc
102700	zoqaSArcis	षोडशार्चिस्	ṣoḍaśārcis		7-0448	pc
102701	zoqaSAvarta	षोडशावर्त	ṣoḍaśāvarta		7-0448	pc
102702	zoqaSika	षोडशिक	ṣoḍaśika		7-0448	pc
102703	zoqaSikAmra	षोडशिकाम्र	ṣoḍaśikāmra		7-0448	pc
102704	zoqaSin	षोडशिन्	ṣoḍaśin		7-0448	pc
102706	zoqaSisAman	षोडशिसामन्	ṣoḍaśisāman		7-0448	pc
102707	zoqaSIbilva	षोडशीबिल्व	ṣoḍaśībilva		7-0448	pc
102709	zoQA	षोढा	ṣoḍhā		7-0448	pc
102712	zWiv	ष्ठिव्	ṣṭhiv		7-0449	pc
102713	zWIva	ष्ठीव	ṣṭhīva		7-0450	pc
102714	zWIvana	ष्ठीवन	ṣṭhīvana		7-0450	pc
102715	zWIvi	ष्ठीवी	ṣṭhīvī		7-0450	pc
102715	zWIvi	ष्ठीवि	ṣṭhīvi		7-0450	pc
102716	zWIvin	ष्ठीविन्	ṣṭhīvin		7-0450	pc
102718	zWevana	ष्ठेवन	ṣṭhevana		7-0450	pc
102719	zWyUta	ष्ठ्यूत	ṣṭhyūta		7-0450	pc
102720	zvakk	ष्वक्क्	ṣvakk	,	7-0450	pc
102721	zvazk	ष्वष्क्	ṣvaṣk	,	7-0450	pc
102722	sa	स	sa	1	7-0451	pc
102723	sa	स	sa	2	7-0453	pc
102724	sa	स	sa	3	7-0454	pc
102725	sa	स	sa	4	7-0454	pc
102726	safkza	सऋक्ष	saṛkṣa		7-0454	pc
102727	saMya	संय	saṃya		7-0454	pc
102728	saMyat	संयत्	saṃyat		7-0454	pc
102729	saMyata	संयत	saṃyata		7-0454	pc
102730	saMyataka	संयतक	saṃyataka		7-0454	pc
102731	saMyatin	संयतिन्	saṃyatin		7-0454	pc
102732	saMyatI	संयती	saṃyatī		7-0454	pc
102733	saMyatendriya	संयतेन्द्रिय	saṃyatendriya		7-0454	pc
102734	saMyatvara	संयत्वर	saṃyatvara		7-0454	pc
102735	saMyadvara	संयद्वर	saṃyadvara		7-0454	pc
102736	saMyadvasu	संयद्वसु	saṃyadvasu		7-0454	pc
102737	saMyadvAma	संयद्वाम	saṃyadvāma		7-0454	pc
102738	saMyadvIra	संयद्वीर	saṃyadvīra		7-0454	pc
102740	saMyantavya	संयन्तव्य	saṃyantavya		7-0454	pc
102741	saMyama	संयम	saṃyama		7-0454	pc
102742	saMyamaka	संयमक	saṃyamaka		7-0455	pc
102743	saMyamana	संयमन	saṃyamana		7-0455	pc
102745	saMyamin	संयमिन्	saṃyamin		7-0455	pc
102746	saMyavana	संयवन	saṃyavana		7-0456	pc
102747	saMyAja	संयाज	saṃyāja		7-0456	pc
102748	saMyAjya	संयाज्य	saṃyājya		7-0456	pc
102749	saMyAti	संयाति	saṃyāti		7-0456	pc
102750	saMyAtrA	संयात्रा	saṃyātrā		7-0456	pc
102751	saMyAtrika	संयात्रिक	saṃyātrika		7-0456	pc
102752	saMyAna	संयान	saṃyāna		7-0456	pc
102753	saMyAma	संयाम	saṃyāma		7-0456	pc
102754	saMyAva	संयाव	saṃyāva		7-0456	pc
102755	saMyAsa	संयास	saṃyāsa		7-0456	pc
102756	saMyukta	संयुक्त	saṃyukta		7-0456	pc
102758	saMyuktasaMyoga	संयुक्तसंयोग	saṃyuktasaṃyoga		7-0456	pc
102759	saMyuktasaMcayapiwaka	संयुक्तसंचयपिटक	saṃyuktasaṃcayapiṭaka		7-0456	pc
102760	saMyuktasamavAya	संयुक्तसमवाय	saṃyuktasamavāya		7-0456	pc
102761	saMyuktasamavetasamavAya	संयुक्तसमवेतसमवाय	saṃyuktasamavetasamavāya		7-0457	pc
102762	saMyuktAgama	संयुक्तागम	saṃyuktāgama		7-0457	pc
102763	saMyuktABiDarmaSAstra	संयुक्ताभिधर्मशास्त्र	saṃyuktābhidharmaśāstra		7-0457	pc
102764	saMyuga	संयुग	saṃyuga		7-0457	pc
102765	saMyuj	संयुज्	saṃyuj		7-0457	pc
102766	saMyuti	संयुति	saṃyuti		7-0457	pc
102767	saMyuyutsu	संयुयुत्सु	saṃyuyutsu		7-0457	pc
102768	saMyuyUzu	संयुयूषु	saṃyuyūṣu		7-0457	pc
102769	saMyoga	संयोग	saṃyoga		7-0457	pc
102770	saMyogita	संयोगित	saṃyogita		7-0459	pc
102771	saMyogin	संयोगिन्	saṃyogin		7-0459	pc
102772	saMyojana	संयोजन	saṃyojana		7-0459	pc
102773	saMyojya	संयोज्य	saṃyojya		7-0459	pc
102775	saMyodDavya	संयोद्धव्य	saṃyoddhavya		7-0459	pc
102777	saMrakza	संरक्ष	saṃrakṣa		7-0459	pc
102778	saMrakzaRa	संरक्षण	saṃrakṣaṇa		7-0459	pc
102779	saMrakzaRIya	संरक्षणीय	saṃrakṣaṇīya		7-0459	pc
102780	saMrakzita	संरक्षित	saṃrakṣita		7-0459	pc
102781	saMrakzin	संरक्षिन्	saṃrakṣin		7-0459	pc
102782	saMrakzya	संरक्ष्य	saṃrakṣya		7-0459	pc
102783	saMraYjanIya	संरञ्जनीय	saṃrañjanīya		7-0460	pc
102784	saMramBa	संरम्भ	saṃrambha		7-0460	pc
102785	saMramBaRa	संरम्भण	saṃrambhaṇa		7-0460	pc
102786	saMramBin	संरम्भिन्	saṃrambhin		7-0460	pc
102787	saMrAga	संराग	saṃrāga		7-0461	pc
102789	saMrAdDi	संराद्धि	saṃrāddhi		7-0461	pc
102790	saMrADana	संराधन	saṃrādhana		7-0461	pc
102791	saMrADya	संराध्य	saṃrādhya		7-0461	pc
102792	saMrAva	संराव	saṃrāva		7-0461	pc
102793	saMrujana	संरुजन	saṃrujana		7-0461	pc
102794	saMruD	संरुध्	saṃrudh		7-0461	pc
102795	saMrodana	संरोदन	saṃrodana		7-0461	pc
102795	saMrodana	संरोधन	saṃrodhana		7-0461	pc
102796	saMroDa	संरोध	saṃrodha		7-0461	pc
102798	saMroDya	संरोध्य	saṃrodhya		7-0461	pc
102799	saMropaRa	संरोपण	saṃropaṇa		7-0461	pc
102800	saMroha	संरोह	saṃroha		7-0461	pc
102801	saMrohaRa	संरोहण	saṃrohaṇa		7-0461	pc
102802	saMrohin	संरोहिन्	saṃrohin		7-0462	pc
102803	saMlakzya	संलक्ष्य	saṃlakṣya		7-0462	pc
102804	saMlapana	संलपन	saṃlapana		7-0462	pc
102805	saMlaya	संलय	saṃlaya		7-0462	pc
102806	saMlayana	संलयन	saṃlayana		7-0462	pc
102807	saMlApa	संलाप	saṃlāpa		7-0462	pc
102808	saMlApaka	संलापक	saṃlāpaka		7-0462	pc
102809	saMlipsu	संलिप्सु	saṃlipsu		7-0462	pc
102810	saMlokin	संलोकिन्	saṃlokin		7-0462	pc
102811	saMloqana	संलोडन	saṃloḍana		7-0462	pc
102812	saMvat	संवत्	saṃvat	1	7-0462	pc
102813	saMvat	संवत्	saṃvat	2	7-0462	pc
102814	saMvatsam	संवत्सम्	saṃvatsam		7-0462	pc
102815	saMvatsara	संवत्सर	saṃvatsara		7-0462	pc
102816	saMvatsarakara	संवत्सरकर	saṃvatsarakara		7-0463	pc
102817	saMvatsarakOmudI	संवत्सरकौमुदी	saṃvatsarakaumudī		7-0463	pc
102818	saMvatsaratama	संवत्सरतम	saṃvatsaratama		7-0463	pc
102820	saMvatsaraparvan	संवत्सरपर्वन्	saṃvatsaraparvan		7-0463	pc
102821	saMvatsarapradIpa	संवत्सरप्रदीप	saṃvatsarapradīpa		7-0463	pc
102822	saMvatsaraprabarha	संवत्सरप्रबर्ह	saṃvatsaraprabarha		7-0463	pc
102823	saMvatsarapravalha	संवत्सरप्रवल्ह	saṃvatsarapravalha		7-0463	pc
102824	saMvatsaraBfta	संवत्सरभृत	saṃvatsarabhṛta		7-0463	pc
102825	saMvatsaramaya	संवत्सरमय	saṃvatsaramaya		7-0463	pc
102826	saMvatsarasattra	संवत्सरसत्त्र	saṃvatsarasattra		7-0463	pc
102829	saMvatsarasahasra	संवत्सरसहस्र	saṃvatsarasahasra		7-0464	pc
102830	saMvatsarAvara	संवत्सरावर	saṃvatsarāvara		7-0464	pc
102831	saMvatsarika	संवत्सरिक	saṃvatsarika		7-0464	pc
102832	saMvatsarIRa	संवत्सरीण	saṃvatsarīṇa		7-0464	pc
102833	saMvatsarIya	संवत्सरीय	saṃvatsarīya		7-0464	pc
102834	saMvatsaropAsita	संवत्सरोपासित	saṃvatsaropāsita		7-0464	pc
102835	saMvadana	संवदन	saṃvadana		7-0464	pc
102836	saMvaditavya	संवदितव्य	saṃvaditavya		7-0464	pc
102837	saMvanana	संवनन	saṃvanana		7-0464	pc
102840	saMvara	संवर	saṃvara	1	7-0464	pc
102841	saMvara	संवर	saṃvara	2	7-0465	pc
102842	saMvara	संवर	saṃvara	3	7-0465	pc
102843	saMvaraRa	संवरण	saṃvaraṇa	1	7-0465	pc
102844	saMvaraRa	संवरण	saṃvaraṇa	2	7-0465	pc
102845	saMvaraRIya	संवरणीय	saṃvaraṇīya		7-0465	pc
102846	saMvaraviMSaka	संवरविंशक	saṃvaraviṃśaka		7-0465	pc
102847	saMvaravyAKyA	संवरव्याख्या	saṃvaravyākhyā		7-0465	pc
102848	saMvarodayatantra	संवरोदयतन्त्र	saṃvarodayatantra		7-0465	pc
102849	saMvarga	संवर्ग	saṃvarga		7-0465	pc
102850	saMvargajit	संवर्गजित्	saṃvargajit		7-0466	pc
102851	saMvargam	संवर्गम्	saṃvargam		7-0466	pc
102852	saMvargavidyA	संवर्गविद्या	saṃvargavidyā		7-0466	pc
102853	saMvargya	संवर्ग्य	saṃvargya		7-0466	pc
102854	saMvarjana	संवर्जन	saṃvarjana		7-0466	pc
102855	saMvarRana	संवर्णन	saṃvarṇana		7-0466	pc
102856	saMvarta	संवर्त	saṃvarta		7-0466	pc
102857	saMvartaka	संवर्तक	saṃvartaka		7-0466	pc
102858	saMvartakin	संवर्तकिन्	saṃvartakin		7-0467	pc
102860	saMvartana	संवर्तन	saṃvartana		7-0467	pc
102861	saMvartam	संवर्तम्	saṃvartam		7-0467	pc
102862	saMvartamaruttIya	संवर्तमरुत्तीय	saṃvartamaruttīya		7-0467	pc
102863	saMvarti	संवर्ति	saṃvarti		7-0467	pc
102864	saMvarDaka	संवर्धक	saṃvardhaka		7-0467	pc
102865	saMvarDana	संवर्धन	saṃvardhana		7-0467	pc
102866	saMvarDanIya	संवर्धनीय	saṃvardhanīya		7-0467	pc
102867	saMvarmay	संवर्मय्	saṃvarmay		7-0467	pc
102869	saMvarzaRa	संवर्षण	saṃvarṣaṇa		7-0467	pc
102870	saMvala	संवल	saṃvala		7-0468	pc
102871	saMvalana	संवलन	saṃvalana	1	7-0468	pc
102872	saMvalana	संवलन	saṃvalana	2	7-0468	pc
102874	saMvasaTa	संवसथ	saṃvasatha		7-0468	pc
102875	saMvasana	संवसन	saṃvasana		7-0468	pc
102876	saMvasu	संवसु	saṃvasu		7-0468	pc
102878	saMvaha	संवह	saṃvaha		7-0468	pc
102879	saMvahana	संवहन	saṃvahana		7-0468	pc
102881	saMvAc	संवाच्	saṃvāc		7-0468	pc
102882	saMvAcya	संवाच्य	saṃvācya		7-0468	pc
102883	saMvAwikA	संवाटिका	saṃvāṭikā		7-0468	pc
102884	saMvAda	संवाद	saṃvāda		7-0468	pc
102885	saMvAdaka	संवादक	saṃvādaka		7-0469	pc
102886	saMvAdana	संवादन	saṃvādana		7-0469	pc
102887	saMvAdin	संवादिन्	saṃvādin		7-0469	pc
102888	saMvAra	संवार	saṃvāra		7-0469	pc
102889	saMvAraRa	संवारण	saṃvāraṇa		7-0469	pc
102890	saMvArayizRu	संवारयिष्णु	saṃvārayiṣṇu		7-0469	pc
102891	saMvArya	संवार्य	saṃvārya		7-0469	pc
102892	saMvAsa	संवास	saṃvāsa		7-0469	pc
102893	saMvAsin	संवासिन्	saṃvāsin	1	7-0469	pc
102894	saMvAsin	संवासिन्	saṃvāsin	2	7-0469	pc
102896	saMvAha	संवाह	saṃvāha		7-0469	pc
102897	saMvAhaka	संवाहक	saṃvāhaka		7-0470	pc
102899	saMvAhitavya	संवाहितव्य	saṃvāhitavya		7-0470	pc
102900	saMvAhin	संवाहिन्	saṃvāhin		7-0470	pc
102901	saMvAhya	संवाह्य	saṃvāhya		7-0470	pc
102903	saMvicetavya	संविचेतव्य	saṃvicetavya		7-0470	pc
102904	saMvijYAna	संविज्ञान	saṃvijñāna		7-0470	pc
102905	saMvitti	संवित्ति	saṃvitti		7-0470	pc
102906	saMvitprakASa	संवित्प्रकाश	saṃvitprakāśa		7-0470	pc
102907	saMvid	संविद्	saṃvid	1	7-0470	pc
102908	saMvid	संविद्	saṃvid	2	7-0471	pc
102909	saMvida	संविद	saṃvida		7-0471	pc
102910	saMvidya	संविद्य	saṃvidya		7-0472	pc
102911	saMviD	संविध्	saṃvidh		7-0472	pc
102912	saMviDA	संविधा	saṃvidhā		7-0472	pc
102914	saMviDAtavya	संविधातव्य	saṃvidhātavya		7-0472	pc
102915	saMviDAna	संविधान	saṃvidhāna		7-0472	pc
102916	saMviDAnaka	संविधानक	saṃvidhānaka		7-0472	pc
102918	saMviDi	संविधि	saṃvidhi		7-0472	pc
102919	saMviDeya	संविधेय	saṃvidheya		7-0472	pc
102920	saMvinmaya	संविन्मय	saṃvinmaya		7-0472	pc
102922	saMviBajanIya	संविभजनीय	saṃvibhajanīya		7-0472	pc
102923	saMviBajya	संविभज्य	saṃvibhajya		7-0472	pc
102924	saMviBAga	संविभाग	saṃvibhāga		7-0472	pc
102925	saMviBAgitA	संविभागिता	saṃvibhāgitā		7-0473	pc
102926	saMviBAgitva	संविभागित्व	saṃvibhāgitva		7-0473	pc
102927	saMviBAgin	संविभागिन्	saṃvibhāgin		7-0473	pc
102928	saMviBAjya	संविभाज्य	saṃvibhājya		7-0473	pc
102929	saMviBAvya	संविभाव्य	saṃvibhāvya		7-0473	pc
102930	saMvimarda	संविमर्द	saṃvimarda		7-0473	pc
102931	saMvivarDayizu	संविवर्धयिषु	saṃvivardhayiṣu		7-0473	pc
102933	saMvizA	संविषा	saṃviṣā		7-0473	pc
102935	saMvIkzaRa	संवीक्षण	saṃvīkṣaṇa		7-0473	pc
102936	saMvIta	संवीत	saṃvīta		7-0473	pc
102937	saMvuvUrzu	संवुवूर्षु	saṃvuvūrṣu		7-0473	pc
102938	saMvfktaDfzRu	संवृक्तधृष्णु	saṃvṛktadhṛṣṇu		7-0473	pc
102939	saMvfj	संवृज्	saṃvṛj		7-0473	pc
102940	saMvft	संवृत्	saṃvṛt	1	7-0473	pc
102944	saMvfti	संवृति	saṃvṛti		7-0473	pc
102945	saMvftta	संवृत्त	saṃvṛtta		7-0474	pc
102946	saMvftti	संवृत्ति	saṃvṛtti		7-0474	pc
102947	saMvfdDi	संवृद्धि	saṃvṛddhi		7-0474	pc
102948	saMvega	संवेग	saṃvega		7-0474	pc
102949	saMvejana	संवेजन	saṃvejana		7-0474	pc
102950	saMveda	संवेद	saṃveda		7-0474	pc
102951	saMvedana	संवेदन	saṃvedana		7-0474	pc
102952	saMvedya	संवेद्य	saṃvedya		7-0474	pc
102953	saMvedyatA	संवेद्यता	saṃvedyatā		7-0474	pc
102954	saMvedyatva	संवेद्यत्व	saṃvedyatva		7-0474	pc
102955	saMveSa	संवेश	saṃveśa		7-0474	pc
102956	saMveSaka	संवेशक	saṃveśaka		7-0474	pc
102957	saMveSana	संवेशन	saṃveśana		7-0474	pc
102959	saMveSapati	संवेशपति	saṃveśapati		7-0475	pc
102960	saMveSin	संवेशिन्	saṃveśin		7-0475	pc
102961	saMveSya	संवेश्य	saṃveśya		7-0475	pc
102962	saMveza	संवेष	saṃveṣa		7-0475	pc
102963	saMvezwa	संवेष्ट	saṃveṣṭa		7-0475	pc
102964	saMvezwana	संवेष्टन	saṃveṣṭana		7-0475	pc
102966	saMvyavasya	संव्यवस्य	saṃvyavasya		7-0475	pc
102967	saMvyavaharaRa	संव्यवहरण	saṃvyavaharaṇa		7-0475	pc
102968	saMvyavahAra	संव्यवहार	saṃvyavahāra		7-0475	pc
102972	saMvyATa	संव्याथ	saṃvyātha		7-0475	pc
102973	saMvyADa	संव्याध	saṃvyādha		7-0475	pc
102974	saMvyAna	संव्यान	saṃvyāna		7-0475	pc
102975	saMvyAya	संव्याय	saṃvyāya		7-0476	pc
102977	saMvyUha	संव्यूह	saṃvyūha		7-0476	pc
