slp1	iast	n_dicts	dicts	gender	fem_fold
upanayaH	upanayaḥ	2	AP SKD	-	
upanetar	upanetar	2	PWG PWK	f	
upanetrI	upanetrī	1	BHS	-	
upanetra	upanetra	1	VCP	-	
upanftta	upanṛtta	1	MW	fmn	
upanftya	upanṛtya	3	MW PWG PWK	n	
upaniDiH	upanidhiḥ	2	AP SKD	-	
upaniSam	upaniśam	1	MW	-	
upaniSri	upaniśri	1	MW	-	
upanigam	upanigam	1	MW	-	
upanihan	upanihan	1	MW	-	
upanipIq	upanipīḍ	1	MW	-	
upanipad	upanipad	1	MW	-	
upanipat	upanipat	2	AP MW	-	
upaniplu	upaniplu	1	MW	-	
upanirhf	upanirhṛ	1	MW	-	
upaniruD	upanirudh	1	MW	-	
upanivap	upanivap	1	MW	-	
upanivft	upanivṛt	1	MW	-	
upaniviS	upaniviś	1	MW	-	
upaniyuj	upaniyuj	1	MW	-	
upanizad	upaniṣad	13	AP BHS BUR CAE CCS INM MD MW PWG PWK SCH VCP VEI	fmn	
upanizat	upaniṣat	1	SKD	-	
upanizev	upaniṣev	2	AP MW	-	
upanunna	upanunna	2	AP MW	fmn	
upanyAhf	upanyāhṛ	1	MW	-	
upanyAsa	upanyāsa	8	CAE CCS MD MW PWG PWK SCH VCP	mn	
upapAdaH	upapādaḥ	1	AP	-	
upapAdin	upapādin	1	MW	fmn	
upapAdya	upapādya	5	AP MW PWG PWK VCP	fmn	
upapApaM	upapāpaṃ	1	SKD	-	
upapApam	upapāpam	1	AP	-	
upapAtaH	upapātaḥ	1	AP	-	
upapAtin	upapātin	7	CAE CCS MD MW PWG PWK VCP	fmn	
upapAtra	upapātra	1	MW	n	
upapIqam	upapīḍam	2	MW PWK	-	
upapUrva	upapūrva	1	MD	-	
upapaTam	upapatham	3	AP MW PWG	-	
upapadDa	upapaddha	1	BHS	-	
upapadaM	upapadaṃ	1	SKD	-	
upapadam	upapadam	1	AP	-	
upapadye	upapadye	1	BUR	-	
upapakzO	upapakṣau	1	MW	-	
upapakza	upapakṣa	4	CAE MW PWG PWK	m	
upapanna	upapanna	7	AP CAE CCS MD MW PWG VCP	fmn	
upapatiH	upapatiḥ	2	AP SKD	-	
upapatti	upapatti	10	BHS BUR CAE CCS MD MW PWG PWK SCH VCP	f	
upaplava	upaplava	9	BUR CAE CCS INM MD MW PWG PWK VCP	m	
upaplave	upaplave	1	BUR	-	
upaplutA	upaplutā	2	AP MW	f	
upapluta	upapluta	6	AP CAE MW PWK SCH VCP	fmn	
upapluti	upapluti	1	SCH	-	
upaprARa	upaprāṇa	1	MW	m	
upaprAyA	upaprāyā	1	MW	-	
upaprEza	upapraiṣa	4	MD MW PWG PWK	m	
upapraBU	upaprabhū	1	MW	-	
upapradA	upapradā	1	MW	-	
upapragA	upapragā	1	MW	-	
upaprahi	upaprahi	1	MW	-	
upaprasf	upaprasṛ	1	MW	-	
upapratF	upapratṝ	1	MW	-	
upaprayA	upaprayā	1	MW	-	
upaprekz	upaprekṣ	2	AP MW	-	
upapuraM	upapuraṃ	1	SKD	-	
upapuram	upapuram	1	AP	-	
uparAgaH	uparāgaḥ	2	AP SKD	-	
uparAjaH	uparājaḥ	1	AP	-	
uparAjam	uparājam	2	MW PWG	-	
uparAmaH	uparāmaḥ	2	AP SKD	-	
uparAmam	uparāmam	1	MW	-	
uparAvaH	uparāvaḥ	1	AP	-	
uparaTyA	uparathyā	2	AP MW	f	
uparajya	uparajya	3	AP MW PWG	-	
uparakta	uparakta	8	AP BUR CAE MW PWG PWK SCH VCP	fmn	
uparakza	uparakṣa	1	VCP	-	
uparamaH	uparamaḥ	2	AP SKD	-	
uparamam	uparamam	2	PWK SCH	-	
uparasaH	uparasaḥ	2	AP SKD	-	
uparatAt	uparatāt	3	GRA PWG PWK	f	
uparataH	uparataḥ	1	SKD	-	
uparatiH	uparatiḥ	2	AP SKD	f	
uparatna	uparatna	4	MW PWG PWK VCP	n	
uparavaH	uparavaḥ	1	AP	-	
uparisTa	uparistha	4	AP MW PWG PWK	fmn	
uparisad	uparisad	5	AP MW PWG PWK VCP	fmn	
uparitas	uparitas	2	MW PWK	-	
uparizWa	upariṣṭha	4	BUR MD MW PWK	fmn	
uparizad	upariṣad	2	MW PWK	fmn	
uparizwA	upariṣṭā	1	BHS	n	
uparizwa	upariṣṭa	1	BHS	-	
uparoDaH	uparodhaḥ	2	AP SKD	-	
uparoDam	uparodham	3	MW PWK SCH	-	
uparoDin	uparodhin	4	AP MW PWG PWK	fmn	
uparuDya	uparudhya	1	MW	-	
uparudDa	uparuddha	7	AP CAE MD MW PWK SCH VCP	fmn	
uparunDe	uparundhe	1	BUR	-	
upasAdya	upasādya	1	MW	-	
upasAntv	upasāntv	1	AP	-	
upasArya	upasārya	4	BUR MW PWG PWK	fmn	
upasIraH	upasīraḥ	1	AP	-	
upasIram	upasīram	2	MW PWK	-	
upasTAka	upasthāka	1	BHS	m	
upasTAna	upasthāna	8	BUR CAE CCS MW PWG PWK SCH VCP	mn	
upasTAtA	upasthātā	1	SKD	-	
upasTAtf	upasthātṛ	5	AP BUR CAE MW VCP	fmn	
upasTAya	upasthāya	2	GRA MW	-	
upasTURa	upasthūṇa	3	BHS PWG VCP	m	
upasTaka	upasthaka	2	MW PWK	mn	
upasTeya	upastheya	5	CAE MW PWG PWK VCP	fmn	
upasTita	upasthita	8	AP BUR CAE MW PWG PWK SCH VCP	fmn	
upasTiti	upasthiti	4	MW PWG PWK VCP	f	
upasUnam	upasūnam	1	PWK	-	
upasaMBf	upasaṃbhṛ	1	MW	-	
upasaMDA	upasaṃdhā	2	AP MW	-	
upasaMhf	upasaṃhṛ	2	AP MW	-	
upasaMsf	upasaṃsṛ	1	MW	-	
upasaMyA	upasaṃyā	1	MW	-	
upasadaH	upasadaḥ	1	AP	-	
upasadya	upasadya	8	BUR CAE CCS GRA MW PWG PWK VCP	fmn	
upasakta	upasakta	3	AP CAE MW	fmn	
upasamUh	upasamūh	1	MW	-	
upasamaS	upasamaś	1	MW	-	
upasamas	upasamas	1	MW	-	
upasamiD	upasamidh	1	VCP	-	
upasamid	upasamid	2	PWG PWK	-	
upasamit	upasamit	1	MW	-	
upasanna	upasanna	7	AP BUR CAE CCS MW PWG VCP	fmn	
upasaraH	upasaraḥ	2	AP SKD	-	
upasarga	upasarga	9	AP BUR CAE CCS MD MW PWG PWK VCP	fmn	
upasarpa	upasarpa	1	MW	m	
upasaryA	upasaryā	5	AP BUR MW PWG PWK	f	
upasatka	upasatka	1	PWK	-	
upasattf	upasattṛ	4	CAE MD MW VCP	m	
upasatti	upasatti	5	BUR MW PWG PWK VCP	f	
upasekaH	upasekaḥ	1	AP	-	
upasektf	upasektṛ	2	AP MW	m	
upasevin	upasevin	6	AP CAE MW PWG PWK VCP	fmn	
upasfjya	upasṛjya	1	MW	-	
upasfpta	upasṛpta	1	MW	fmn	
upasfpya	upasṛpya	2	MW PWK	fmn	
upasftya	upasṛtya	1	MW	-	
upasfzwa	upasṛṣṭa	7	AP BHS CAE MW PWG PWK VCP	fmn	
upasiMha	upasiṃha	1	BHS	-	
upasicya	upasicya	1	MW	-	
upasidDa	upasiddha	2	CAE MW	fmn	
upasikta	upasikta	1	MW	fmn	
upasinDu	upasindhu	3	MD PWG PWK	-	
upaskAra	upaskāra	4	MW PWG PWK VCP	m	
upaskamB	upaskambh	1	MW	-	
upaskara	upaskara	8	BUR CAE CCS MD MW PWG PWK VCP	fmn	
upaskfta	upaskṛta	6	AP BHS CAE MW PWG VCP	fmn	
upaskfti	upaskṛti	4	MW PWG PWK SCH	f	
upasmAra	upasmāra	1	PWG	-	
upasmfti	upasmṛti	3	MW PWG PWK	f	
upasneha	upasneha	4	MW PWG PWK VCP	m	
upasnuta	upasnuta	2	AP MW	fmn	
upasomam	upasomam	1	MW	-	
upastAra	upastāra	3	MW PWG PWK	m	
upastamB	upastambh	2	AP MW	-	
upastara	upastara	1	MW	m	
upastare	upastare	1	PWG	-	
upastava	upastava	2	MW PWK	m	
upastire	upastire	3	CAE CCS MD	-	
upastuta	upastuta	6	GRA MW PWG PWK VCP VEI	fmn	
upastuti	upastuti	7	CAE GRA MD MW PWG PWK VCP	f	
upasunda	upasunda	6	INM MD MW PWG PWK VCP	m	
upasvAya	upasvāya	1	PWK	m	
upasveda	upasveda	6	CAE CCS MW PWG PWK VCP	m	
upatApaH	upatāpaḥ	2	AP SKD	-	
upatApin	upatāpin	6	AP CAE MW PWG PWK VCP	fmn	
upatIrTa	upatīrtha	3	MW PWG PWK	n	
upatIram	upatīram	3	MW PWG PWK	-	
upatUlam	upatūlam	3	MW PWG PWK	-	
upatakza	upatakṣa	3	MW PWG PWK	m	
upatapat	upatapat	2	AP MW	mn	
upataptA	upataptā	1	SKD	-	
upatapta	upatapta	4	AP CAE MW VCP	fmn	
upataptf	upataptṛ	3	AP MW VCP	fmn	
upatawaH	upataṭaḥ	1	AP	-	
upatawam	upataṭam	6	AP CAE MD MW PWG PWK	m	
upatfRya	upatṛṇya	3	MW PWG PWK	m	
upatizya	upatiṣya	5	BHS MW PWG PWK VCP	m	
upatozya	upatoṣya	1	MW	-	
upatyakA	upatyakā	10	AP BUR CAE CCS MD MW PWK SCH SKD VCP	f	
upavAcia	upavācia	2	GRA PWK	-	
upavAcya	upavācya	4	GRA MW PWG PWK	fmn	
upavAdaH	upavādaḥ	1	AP	-	
upavAdin	upavādin	4	AP MW PWG PWK	fmn	
upavAhin	upavāhin	4	AP MW PWG PWK	fmn	
upavAhyA	upavāhyā	1	AP	-	
upavAhya	upavāhya	7	BUR MD MW PWG PWK SCH VCP	fmn	
upavAkaH	upavākaḥ	1	AP	-	
upavAkia	upavākia	2	GRA PWK	-	
upavAkya	upavākya	4	GRA MW PWG PWK	fmn	
upavAsaH	upavāsaḥ	2	AP SKD	-	
upavAsin	upavāsin	6	AP CAE MW PWG PWK VCP	fmn	
upavIRay	upavīṇay	3	PWG PWK SCH	-	
upavIram	upavīram	1	AP	-	
upavItaM	upavītaṃ	1	SKD	-	
upavItam	upavītam	1	AP	-	
upavItin	upavītin	5	AP CAE MW PWG PWK	fmn	
upavaNga	upavaṅga	4	MW PWG PWK VCP	m	
upavaham	upavaham	1	AP	-	
upavahas	upavahas	3	MW PWK SCH	n	
upavaktf	upavaktṛ	5	AP CAE GRA MW VCP	m	
upavalha	upavalha	4	MW PWG PWK VCP	m	
upavanaM	upavanaṃ	1	SKD	-	
upavanam	upavanam	5	AP MD MW PWK SCH	-	
upavarRa	upavarṇa	1	MW	m	
upavarga	upavarga	1	BHS	mn	
upavarha	upavarha	3	BUR MW VCP	-	
upavarta	upavarta	4	BHS MW PWG PWK	mn	
upavarte	upavarte	1	BUR	-	
upavarza	upavarṣa	5	MD MW PWG PWK VCP	m	
upavasta	upavasta	4	MW PWG PWK VCP	n	
upavastf	upavastṛ	2	AP MW	m	
upavasti	upavasti	4	MW PWG PWK VCP	-	
upavawaH	upavaṭaḥ	2	AP SKD	-	
upaveSaH	upaveśaḥ	1	AP	-	
upaveSin	upaveśin	5	AP MW PWG PWK VCP	fmn	
upaveSya	upaveśya	1	MD	-	
upavedaH	upavedaḥ	2	AP SKD	-	
upavezaH	upaveṣaḥ	1	AP	-	
upavezwf	upaveṣṭṛ	1	AP	-	
upavfMha	upavṛṃha	1	AP	-	
upavftta	upavṛtta	3	INM MW PWK	fmn	
upavftti	upavṛtti	3	MW PWG PWK	f	
upaviMSa	upaviṃśa	1	MW	fmn	
upaviSya	upaviśya	1	MW	-	
upavidyA	upavidyā	2	AP MW	f	
upavindu	upavindu	3	MW PWG VCP	m	
upavizWA	upaviṣṭhā	1	MW	-	
upavizaH	upaviṣaḥ	1	AP	-	
upavizaM	upaviṣaṃ	1	SKD	-	
upavizam	upaviṣam	1	AP	-	
upavizwa	upaviṣṭa	5	AP CAE MD MW VCP	fmn	
upavlaya	upavlaya	3	MW PWG PWK	m	
upavrata	upavrata	1	MW	n	
upavusta	upavusta	1	BHS	-	
upayAjaH	upayājaḥ	1	AP	-	
upayAmaH	upayāmaḥ	2	AP SKD	-	
upayAmin	upayāmin	1	MW	fmn	
upayAnam	upayānam	1	AP	-	
upayAtam	upayātam	1	AP	-	
upayAyin	upayāyin	5	AP MD MW PWG PWK	fmn	
upayacCe	upayacche	1	BUR	-	
upayamaH	upayamaḥ	2	AP SKD	-	
upayantA	upayantā	1	SKD	-	
upayantf	upayantṛ	5	AP CAE MD MW VCP	mn	
upayantr	upayantr	1	MW	-	
upayazwf	upayaṣṭṛ	3	AP MW VCP	m	
upayogaH	upayogaḥ	2	AP SKD	-	
upayogin	upayogin	8	AP CAE CCS MW PWG PWK SCH VCP	fmn	
upayogya	upayogya	2	MW PWK	fmn	
upayojya	upayojya	7	AP CAE CCS MD MW PWG PWK	fmn	
upayoktf	upayoktṛ	1	MW	fmn	
upayozaM	upayoṣaṃ	1	SKD	-	
upayozam	upayoṣam	4	BUR MW PWG PWK	-	
upayuYje	upayuñje	1	BUR	-	
upayukta	upayukta	6	AP CAE MW PWG SCH VCP	fmn	
upekzaRa	upekṣaṇa	5	CAE MW PWG PWK VCP	fn	
upekzaka	upekṣaka	6	AP MD MW PWG PWK VCP	fmn	
upekzate	upekṣate	1	BHS	-	
upekzita	upekṣita	1	MW	fmn	
upendraH	upendraḥ	2	AP SKD	-	
upeqakIy	upeḍakīy	1	AP	-	
upetavya	upetavya	2	MW PWK	fmn	
upeyivas	upeyivas	5	AP CCS MD MW VCP	fmn	
upodAsfp	upodāsṛp	1	MW	-	
upodDAta	upoddhāta	1	PWK	mn	
upodGAta	upodghāta	7	BUR CAE CCS MD MW PWG SCH	mn	
upodakaH	upodakaḥ	1	AP	-	
upodakam	upodakam	1	AP	-	
upodayam	upodayam	3	MW PWG PWK	-	
upodbala	upodbala	1	BHS	n	
upodgrah	upodgrah	1	MW	-	
upondana	upondana	3	MW PWK SCH	n	
upopaviS	upopaviś	1	MW	-	
upotTAya	upotthāya	1	MW	-	
upotTita	upotthita	1	MW	fmn	
upotkram	upotkram	1	MW	-	
upottama	upottama	7	AP BUR CAE MW PWG PWK VCP	fmn	
upottara	upottara	3	MW PWK SCH	fmn	
upozaRaM	upoṣaṇaṃ	1	SKD	-	
upozaRam	upoṣaṇam	1	AP	-	
upozitaH	upoṣitaḥ	1	SKD	-	
upozitaM	upoṣitaṃ	1	SKD	-	
upozitam	upoṣitam	1	AP	-	
uppalaka	uppalaka	1	BHS	-	
uptagAQa	uptagāḍha	2	MW PWK	fmn	
uptakeSa	uptakeśa	3	MW PWK SCH	fmn	
uqaNgava	uḍaṅgava	2	PWG PWK	m	
uqigalla	uḍigalla	3	BHS PWK SCH	-	
uqqAmara	uḍḍāmara	7	AP BUR CAE MW PWG PWK VCP	fmn	
uqqApana	uḍḍāpana	1	SCH	-	
uqqIyAna	uḍḍīyāna	2	PWG PWK	-	
uqqIyana	uḍḍīyana	5	CAE MW PWG PWK VCP	n	
uqqamara	uḍḍamara	5	CAE CCS MW PWK SCH	-	
uqqayana	uḍḍayana	6	CAE MD MW PWG PWK VCP	n	
uqqiyARa	uḍḍiyāṇa	3	MW PWG PWK	m	
uqqiyAna	uḍḍiyāna	4	BHS MW PWG PWK	n	
uqrarAja	uḍrarāja	1	INM	-	
uqucakra	uḍucakra	1	VCP	-	
uquloman	uḍuloman	4	MW PWG PWK VCP	m	
uqumbarI	uḍumbarī	1	MW	f	
uqumbara	uḍumbara	5	BUR MW PWG PWK VCP	mn	
uqupaBft	uḍupabhṛt	3	MW PWK SCH	m	
uqupaTaH	uḍupathaḥ	2	AP SKD	-	
uqupatiH	uḍupatiḥ	2	AP SKD	-	
urIkftaH	urīkṛtaḥ	1	SKD	-	
urRanABa	urṇanābha	1	PWG	m	
uraHSUla	uraḥśūla	1	MW	n	
uraMgama	uraṃgama	3	CAE MW PWK	m	
uraNgama	uraṅgama	1	VCP	-	
uraRAKya	uraṇākhya	3	MW PWG PWK	m	
uraRAkza	uraṇākṣa	4	MW PWG PWK VCP	m	
uraRaRam	uraṇaṇam	1	AP	-	
uraRakaH	uraṇakaḥ	1	AP	-	
uraSCada	uraśchada	5	MD MW PWG PWK VCP	m	
uragASin	uragāśin	1	SCH	-	
uragAriH	uragāriḥ	1	AP	-	
uragAsya	uragāsya	4	MD MW PWG PWK	n	
uragados	uragados	1	SCH	-	
urasijaH	urasijaḥ	2	AP SKD	-	
urasilaH	urasilaḥ	1	SKD	-	
uraskawa	uraskaṭa	4	MW PWG PWK VCP	m	
uraspeSa	uraspeśa	1	MW	fmn	
urasvant	urasvant	2	PWG PWK	-	
urasyati	urasyati	1	AP	-	
uratrika	uratrika	1	BHS	-	
urjayani	urjayani	1	SCH	-	
urjihAnA	urjihānā	3	MW PWG PWK	f	
urjjitaM	urjjitaṃ	1	SKD	-	
uroGAtaH	uroghātaḥ	1	AP	-	
urogAmin	urogāmin	1	AP	-	
urogrIva	urogrīva	3	MW PWK SCH	n	
urograha	urograha	3	MW PWG PWK	m	
urohasta	urohasta	2	MW VCP	n	
uruDAman	urudhāman	1	SCH	-	
uruSaMsa	uruśaṃsa	5	AP GRA MW PWG PWK	fmn	
uruSfNga	uruśṛṅga	2	MW PWK	m	
uruYjirA	uruñjirā	5	AP MW PWG PWK VEI	f	
urubilvA	urubilvā	2	MW PWK	f	
urubindu	urubindu	2	MW PWK	m	
urucakra	urucakra	4	GRA MW PWG PWK	fmn	
urucakri	urucakri	5	AP GRA MW PWG PWK	fmn	
urugAyaH	urugāyaḥ	2	AP SKD	-	
urugrAha	urugrāha	3	MW PWG PWK	m	
uruhAraH	uruhāraḥ	1	AP	-	
urukAlaH	urukālaḥ	2	AP SKD	-	
urukIrti	urukīrti	3	AP MW PWK	fmn	
urukakza	urukakṣa	1	VEI	-	
urukrama	urukrama	11	AP CAE CCS GRA INM MD MW PWG PWK SCH VCP	fmn	
urukriya	urukriya	2	PWG PWK	m	
urukzaya	urukṣaya	6	AP GRA MW PWG PWK VEI	fmn	
urukzepa	urukṣepa	2	PWG PWK	m	
urukziti	urukṣiti	4	GRA MW PWG PWK	f	
urulokaH	urulokaḥ	1	AP	-	
urulokam	urulokam	1	AP	-	
urumARaH	urumāṇaḥ	1	AP	-	
urumArga	urumārga	1	MW	m	
urumuRqa	urumuṇḍa	4	BHS MW PWG PWK	m	
ururAtri	ururātri	2	MW PWK	f	
urusvana	urusvana	2	AP MW	fmn	
urutApaH	urutāpaḥ	1	AP	-	
uruvUkaH	uruvūkaḥ	2	AP SKD	-	
uruvalka	uruvalka	2	MW PWG	m	
uruvilvA	uruvilvā	3	BHS MW PWG	f	
uruvindu	uruvindu	1	PWG	m	
uruvraja	uruvraja	5	GRA MW PWG PWK SCH	fmn	
uruvukaH	uruvukaḥ	2	AP SKD	-	
uruvyaYc	uruvyañc	7	AP CAE CCS MW PWG PWK SCH	fmn	
uruzyAmi	uruṣyāmi	1	BUR	-	
uruzyati	uruṣyati	1	AP	-	
urvAruka	urvāruka	4	CAE GRA MW PWG	n	
urvIDara	urvīdhara	4	MW PWK SCH VCP	m	
urvIDava	urvīdhava	1	VCP	-	
urvIpati	urvīpati	5	CAE CCS MW PWG PWK	m	
urvIruha	urvīruha	4	MW PWK SCH VCP	m	
urvItala	urvītala	5	CAE CCS MD MW PWK	mn	
urvaNgaH	urvaṅgaḥ	1	AP	-	
urvarAsA	urvarāsā	5	GRA MW PWG PWK VCP	fmn	
urvarita	urvarita	6	AP MD MW PWG PWK SCH	fmn	
urvvAruH	urvvāruḥ	1	SKD	-	
urvvawaH	urvvaṭaḥ	1	SKD	-	
utKacita	utkhacita	4	AP CAE MW VCP	fmn	
utKalati	utkhalati	1	BHS	-	
utKanAmi	utkhanāmi	1	BUR	-	
utKanana	utkhanana	3	MW PWK SCH	n	
utPAlana	utphālana	1	SCH	-	
utParati	utpharati	1	BHS	-	
utPullaH	utphullaḥ	1	SKD	-	
utPullam	utphullam	1	AP	-	
utPullin	utphullin	1	SCH	-	
utTAnIya	utthānīya	2	MW PWK	fmn	
utTApaka	utthāpaka	5	AP MW PWG PWK SCH	fmn	
utTApanI	utthāpanī	2	AP MW	f	
utTApana	utthāpana	8	BHS CAE CCS MW PWG PWK SCH VCP	fn	
utTApinI	utthāpinī	2	PWK SCH	-	
utTApita	utthāpita	1	MW	fmn	
utTapeti	utthapeti	1	BHS	f	
utTarati	uttharati	1	BHS	-	
utTitatA	utthitatā	3	MW PWG PWK	f	
utittira	utittira	1	BHS	-	
utkASana	utkāśana	2	MW PWG	n	
utkAlana	utkālana	1	SCH	-	
utkAlita	utkālita	1	PWG	-	
utkAreti	utkāreti	1	BHS	-	
utkArikA	utkārikā	5	AP MW PWG PWK VCP	f	
utkArika	utkārika	3	BHS PWK SCH	m	
utkAsana	utkāsana	4	MW PWG PWK VCP	n	
utkAsikA	utkāsikā	2	AP VCP	-	
utkAyate	utkāyate	1	AP	-	
utkIlaka	utkīlaka	4	BHS MW PWG PWK	m	
utkIlana	utkīlana	1	SCH	-	
utkIlaya	utkīlaya	1	MW	-	
utkIlita	utkīlita	5	AP MD MW PWK SCH	fmn	
utkIrRRa	utkīrṇṇa	1	VCP	-	
utkIrtya	utkīrtya	1	MW	-	
utkUjita	utkūjita	3	MW PWK SCH	n	
utkUlaka	utkūlaka	1	BHS	m	
utkUlaya	utkūlaya	1	MW	-	
utkUlita	utkūlita	4	AP MW PWG PWK	fmn	
utkaRWAy	utkaṇṭhāy	1	PWK	n	
utkaRWaH	utkaṇṭhaḥ	2	AP SKD	-	
utkaRikA	utkaṇikā	4	AP MW PWG PWK	f	
utkacaya	utkacaya	1	MW	-	
utkalApa	utkalāpa	6	AP CAE MD MW PWG PWK	fmn	
utkalikA	utkalikā	11	AP BUR CAE CCS MD MW PWG PWK SCH SKD VCP	f	
utkalita	utkalita	6	AP BUR CAE MW PWG VCP	fmn	
utkampaH	utkampaḥ	1	AP	-	
utkampin	utkampin	6	AP CAE CCS MW PWG PWK	fmn	
utkarAdi	utkarādi	2	MW VCP	m	
utkarIya	utkarīya	4	AP MW PWG PWK	fmn	
utkarRRa	utkarṇṇa	1	VCP	-	
utkarRaH	utkarṇaḥ	1	AP	-	
utkarikA	utkarikā	5	AP MD MW PWG PWK	f	
utkarika	utkarika	1	BHS	-	
utkartam	utkartam	2	MW PWK	-	
utkartar	utkartar	1	PWK	n	
utkarzaH	utkarṣaḥ	2	AP SKD	-	
utkarzam	utkarṣam	1	PWK	-	
utkarzin	utkarṣin	7	AP CAE CCS MW PWG PWK VCP	fmn	
utkawatA	utkaṭatā	1	SCH	-	
utkawikA	utkaṭikā	4	AP MW PWG PWK	fn	
utkawuka	utkaṭuka	3	MW PWG PWK	-	
utkayati	utkayati	2	AP SCH	-	
utkazaRa	utkaṣaṇa	6	CAE MD MW PWG PWK VCP	n	
utkesara	utkesara	1	SCH	-	
utketana	utketana	3	MW PWK SCH	n	
utkfzwaM	utkṛṣṭaṃ	1	SKD	-	
utkirAmi	utkirāmi	1	BUR	-	
utkiraRa	utkiraṇa	2	PWG PWK	mn	
utkleSaH	utkleśaḥ	1	AP	-	
utkleSin	utkleśin	4	AP MW PWG PWK	fmn	
utkledaH	utkledaḥ	1	AP	-	
utkledin	utkledin	5	AP MW PWG PWK VCP	fmn	
utkliSya	utkliśya	1	MW	-	
utklizwa	utkliṣṭa	1	MW	fmn	
utkoSaya	utkośaya	1	MW	-	
utkocaka	utkocaka	8	AP CAE CCS INM MW PWG PWK VCP	fmn	
utkopana	utkopana	1	SCH	-	
utkoraka	utkoraka	3	MW PWK SCH	fmn	
utkowana	utkoṭana	1	BHS	n	
utkrAmaH	utkrāmaḥ	1	AP	-	
utkrAnta	utkrānta	3	AP MW VCP	fmn	
utkrAnti	utkrānti	6	AP MW PWG PWK SCH VCP	f	
utkramaH	utkramaḥ	2	AP SKD	-	
utkramya	utkramya	1	MW	-	
utkrazwf	utkraṣṭṛ	2	CAE MW	m	
utkroSaH	utkrośaḥ	2	AP SKD	-	
utkrodaH	utkrodaḥ	1	AP	-	
utkrodin	utkrodin	2	MW PWK	fmn	
utkruzwa	utkruṣṭa	4	AP MW PWK SCH	fmn	
utkumuda	utkumuda	3	MW PWG PWK	fmn	
utkutuka	utkutuka	2	MW PWK	fmn	
utkuwaka	utkuṭaka	3	AP MW PWK	fmn	
utkuwila	utkuṭila	2	PWK SCH	-	
utkuwuka	utkuṭuka	3	BHS MW PWK	f	
utkzepaH	utkṣepaḥ	1	AP	-	
utkzepam	utkṣepam	1	MW	-	
utkzepin	utkṣepin	1	SCH	-	
utkzipta	utkṣipta	5	AP MW PWG PWK VCP	fmn	
utkzipti	utkṣipti	5	CAE CCS MD MW PWK	fmn	
utmaNgaH	utmaṅgaḥ	1	SKD	-	
utpAMsay	utpāṃsay	1	PWK	-	
utpAcita	utpācita	2	AP MW	fmn	
utpAdaka	utpādaka	8	AP CAE CCS MW PWG PWK SCH VCP	fmn	
utpAdana	utpādana	7	AP CAE CCS MW PWG PWK VCP	fmn	
utpAdikA	utpādikā	3	AP MW SKD	f	
utpAdika	utpādika	2	BHS SCH	-	
utpAdita	utpādita	3	AP MW VCP	fmn	
utpAlikA	utpālikā	3	MW PWK SCH	f	
utpAraRa	utpāraṇa	3	MW PWG PWK	n	
utpAtaka	utpātaka	6	AP INM MW PWG PWK VCP	fmn	
utpAtika	utpātika	4	AP MW PWK SCH	fmn	
utpAwaka	utpāṭaka	5	BHS MW PWG PWK VCP	fm	
utpAwana	utpāṭana	7	CAE CCS MD MW PWG PWK VCP	fmn	
utpAwikA	utpāṭikā	3	AP MW VCP	f	
utpAwima	utpāṭima	1	SCH	-	
utpAwita	utpāṭita	1	MW	fmn	
utpIqana	utpīḍana	3	MW PWG PWK	n	
utpIqita	utpīḍita	1	MW	fmn	
utpaSyaH	utpaśyaḥ	1	SKD	-	
utpaTaya	utpathaya	1	MW	-	
utpaTika	utpathika	2	BHS SCH	-	
utpalABa	utpalābha	2	AP MW	fmn	
utpalASa	utpalāśa	1	SCH	-	
utpalaka	utpalaka	4	BHS MW PWG PWK	m	
utpannaH	utpannaḥ	1	SKD	-	
utpatAkA	utpatākā	3	MW PWG PWK	f	
utpatAka	utpatāka	6	AP MD MW PWG PWK VCP	fmn	
utpatAmi	utpatāmi	1	BUR	-	
utpatana	utpatana	7	CAE CCS MD MW PWG PWK VCP	fn	
utpatitA	utpatitā	1	SKD	-	
utpatita	utpatita	3	AP MW VCP	fmn	
utpatitf	utpatitṛ	1	MW	fmn	
utpattiH	utpattiḥ	2	AP SKD	f	
utpattra	utpattra	4	BHS MW PWK SCH	fmn	
utpavana	utpavana	9	BUR CAE CCS MD MW PWG PWK SCH VCP	mn	
utpavitf	utpavitṛ	3	AP CAE MW	fmn	
utpezwar	utpeṣṭar	1	SCH	-	
utpiMzwa	utpiṃṣṭa	1	CAE	-	
utpipAna	utpipāna	1	MW	-	
utpipAsa	utpipāsa	1	SCH	-	
utpizwam	utpiṣṭam	1	AP	-	
utplavaH	utplavaḥ	1	AP	-	
utplutya	utplutya	1	MW	-	
utpozaDa	utpoṣadha	3	MW PWG PWK	m	
utprAsaH	utprāsaḥ	1	AP	-	
utpraBaH	utprabhaḥ	1	AP	-	
utprekzA	utprekṣā	9	AP BUR CAE CCS MW PWG PWK SKD VCP	f	
utpuMsay	utpuṃsay	3	PWG PWK SCH	-	
utpucCay	utpucchay	1	PWK	-	
utpulaka	utpulaka	4	AP MW PWG PWK	fmn	
utpuwaka	utpuṭaka	4	MW PWG PWK VCP	m	
utripiwi	utripiṭi	1	SCH	-	
utsADana	utsādhana	1	MW	n	
utsAdaka	utsādaka	4	AP MW PWG PWK	fmn	
utsAdana	utsādana	7	CAE CCS MD MW PWG PWK VCP	n	
